WomanID,Year,Age,Region,Origin,Relagion,NumKillers,Killer,Weapon,Known,IsWoman,Status,WhereBody,Background,BodyTime
44,1533070800.0,62,2.0,2.0,2.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,11.0,1.0
45,1531170000.0,56,3.0,1.0,1.0,1,3.0,4.0,2.0,1.0,1.0,1.0,11.0,1.0
46,1528578000.0,36,2.0,5.0,1.0,1,3.0,3.0,1.0,1.0,5.0,1.0,11.0,1.0
47,1528318800.0,52,3.0,2.0,2.0,2,11.0,3.0,1.0,2.0,5.0,1.0,11.0,1.0
48,1527454800.0,33,3.0,2.0,2.0,1.0,9.0,4.0,1.0,1.0,1.0,2.0,10.0,1.0
49,1526504400.0,21,3.0,2.0,2.0,1,5.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
50,1526504400.0,19,3.0,2.0,2.0,1,5.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
51,1522702800.0,63,3.0,3.0,1.0,1,4.0,5.0,1.0,1.0,1.0,1.0,11.0,1.0
52,1522188000.0,53,3.0,4.0,1.0,1,3.0,3.0,2.0,1.0,5.0,1.0,11.0,1.0
53,1520719200.0,91,3.0,2.0,1.0,1,4.0,4.0,1.0,1.0,4.0,1.0,11.0,1.0
54,1517436000.0,45,1.0,2.0,1.0,1,4.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
55,1517176800.0,70,3.0,3.0,1.0,1,4.0,6.0,1.0,1.0,1.0,1.0,11.0,1.0
56,1513807200.0,36,3.0,5.0,1.0,1,3.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
57,1499720400.0,41,1.0,3.0,1.0,1,3.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
58,1497301200.0,18,3.0,2.0,1.0,1,10.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
59,1497214800.0,63,3.0,1.0,1.0,1,3.0,6.0,1.0,1.0,1.0,1.0,11.0,1.0
60,1497128400.0,40,3.0,1.0,1.0,1,3.0,3.0,1.0,1.0,1.0,1.0,10.0,1.0
61,1495918800.0,29,3.0,1.0,1.0,1,3.0,4.0,1.0,1.0,1.0,1.0,11.0,1.0
62,1493758800.0,19,1.0,2.0,1.0,1,12.0,6.0,2.0,1.0,5.0,1.0,11.0,1.0
63,1492203600.0,30,1.0,2.0,1.0,1,3.0,6.0,1.0,1.0,4.0,1.0,11.0,1.0
64,1491166800.0,35,2.0,2.0,1.0,1,3.0,4.0,2.0,1.0,1.0,1.0,10.0,1.0
65,1490738400.0,30,2.0,2.0,1.0,1,3.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
66,1490479200.0,29,3.0,2.0,1.0,1,9.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0
67,1489701600.0,35,3.0,1.0,1.0,1,3.0,4.0,2.0,1.0,1.0,1.0,10.0,1.0
68,1485554400.0,23,1.0,1.0,1.0,1,3.0,3.0,1.0,1.0,1.0,1.0,11.0,1.0
69,1484431200.0,66,1.0,2.0,1.0,1,4.0,6.0,2.0,1.0,1.0,1.0,10.0,1.0
70,1325196000.0,51,2.0,2.0,1.0,1,1.0,6.0,1.0,1.0,1.0,1.0,10.0,1.0
71,1324936800.0,59,2.0,2.0,1.0,1,4.0,3.0,2.0,1.0,1.0,4.0,11.0,1.0
72,1323986400.0,44,1.0,1.0,1.0,1,2.0,7.0,2.0,1.0,4.0,1.0,8.0,1.0
73,1294696800.0,45,2.0,5.0,1.0,1,2.0,4.0,1.0,1.0,4.0,4.0,8.0,1.0
74,1321826400.0,30,1.0,5.0,1.0,1,13.0,3.0,2.0,1.0,4.0,6.0,10.0,1.0
75,1319403600.0,24,3.0,2.0,1.0,1,1.0,4.0,2.0,1.0,5.0,7.0,10.0,1.0
76,1315602000.0,36,2.0,3.0,1.0,1,3.0,8.0,1.0,1.0,5.0,5.0,8.0,1.0
77,1315256400.0,72,2.0,1.0,1.0,1,4.0,6.0,1.0,1.0,5.0,1.0,10.0,1.0
78,1315256400.0,30,3.0,3.0,1.0,1,3.0,3.0,1.0,1.0,5.0,1.0,8.0,2.0
79,1314565200.0,54,3.0,4.0,1.0,1,1.0,3.0,1.0,1.0,5.0,8.0,11.0,1.0
80,1310763600.0,20,2.0,2.0,4.0,1,3.0,4.0,1.0,1.0,1.0,9.0,10.0,2.0
81,1310677200.0,17,2.0,2.0,1.0,1,5.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0
82,1308258000.0,31,1.0,2.0,1.0,1,5.0,3.0,2.0,1.0,5.0,10.0,10.0,1.0
83,1308085200.0,30,1.0,4.0,5.0,1,1.0,3.0,1.0,1.0,4.0,1.0,11.0,1.0
84,1304629200.0,28,3.0,2.0,1.0,2,14.0,4.0,1.0,1.0,5.0,1.0,10.0,1.0
85,1303246800.0,45,2.0,3.0,1.0,1,3.0,3.0,1.0,1.0,5.0,11.0,8.0,1.0
86,1302728400.0,50,3.0,1.0,1.0,1,3.0,4.0,1.0,1.0,4.0,1.0,8.0,1.0
87,1301950800.0,28,3.0,2.0,1.0,1,1.0,4.0,1.0,1.0,5.0,7.0,10.0,1.0
88,1301778000.0,29,2.0,1.0,1.0,1,1.0,3.0,1.0,1.0,5.0,1.0,10.0,1.0
89,1298757600.0,58,2.0,1.0,1.0,1,1.0,4.0,2.0,1.0,4.0,1.0,11.0,1.0
90,1298757600.0,40,2.0,2.0,1.0,1,1.0,3.0,2.0,1.0,4.0,1.0,11.0,1.0
91,1296684000.0,19,1.0,2.0,1.0,1,15.0,4.0,1.0,2.0,5.0,1.0,10.0,1.0
92,1295820000.0,20,1.0,4.0,5.0,1,1.0,3.0,1.0,1.0,5.0,12.0,10.0,1.0
93,1295474400.0,19,3.0,2.0,1.0,1,3.0,4.0,2.0,1.0,1.0,13.0,8.0,1.0
94,1294524000.0,41,1.0,3.0,1.0,1,2.0,3.0,2.0,1.0,4.0,1.0,8.0,1.0
95,1294178400.0,40,1.0,1.0,1.0,1,3.0,6.0,2.0,1.0,5.0,10.0,8.0,1.0
96,1356818400.0,30,3.0,4.0,5.0,1,1.0,3.0,1.0,1.0,1.0,1.0,11.0,1.0
97,1354744800.0,30,1.0,3.0,1.0,1,1.0,4.0,1.0,1.0,5.0,1.0,11.0,1.0
98,1353880800.0,15,1.0,2.0,1.0,1,5.0,3.0,2.0,1.0,5.0,1.0,10.0,1.0
99,1353276000.0,50,1.0,3.0,1.0,1,3.0,3.0,2.0,1.0,5.0,1.0,8.0,1.0
100,1351461600.0,53,3.0,5.0,1.0,1,1.0,4.0,1.0,1.0,5.0,1.0,10.0,1.0
101,1347915600.0,38,1.0,4.0,6.0,1,1.0,3.0,1.0,1.0,5.0,1.0,10.0,1.0
102,1347570000.0,19,2.0,2.0,1.0,1,16.0,3.0,1.0,1.0,4.0,9.0,10.0,1.0
103,1347138000.0,22,3.0,2.0,1.0,1,5.0,3.0,1.0,1.0,5.0,1.0,10.0,1.0
104,1345928400.0,33,2.0,1.0,1.0,1,1.0,3.0,2.0,1.0,5.0,1.0,10.0,1.0
105,1344546000.0,30,3.0,4.0,5.0,1,1.0,3.0,2.0,1.0,1.0,14.0,10.0,1.0
106,1344114000.0,46,2.0,2.0,1.0,1,1.0,4.0,1.0,1.0,4.0,1.0,10.0,1.0
107,1342126800.0,42,3.0,5.0,1.0,1,3.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0
108,1341349200.0,17,3.0,4.0,1.0,1,1.0,3.0,1.0,1.0,1.0,1.0,10.0,1.0
109,1338152400.0,26,2.0,2.0,1.0,1,17.0,4.0,1.0,1.0,3.0,1.0,10.0,1.0
110,1337806800.0,37,1.0,5.0,1.0,1,1.0,3.0,1.0,1.0,5.0,1.0,10.0,1.0
111,1334696400.0,61,1.0,3.0,1.0,1,3.0,6.0,2.0,1.0,1.0,1.0,10.0,1.0
112,1334350800.0,63,3.0,1.0,1.0,1,4.0,3.0,2.0,1.0,5.0,1.0,10.0,1.0
113,1330725600.0,25,3.0,4.0,5.0,1,12.0,3.0,1.0,1.0,4.0,1.0,10.0,1.0
114,1326751200.0,32,3.0,5.0,1.0,1,1.0,3.0,1.0,1.0,4.0,1.0,10.0,1.0
115,1385244000.0,60,1.0,1.0,1.0,1,1.0,3.0,1.0,1.0,5.0,1.0,11.0,1.0
116,1382389200.0,42,3.0,1.0,1.0,1,3.0,3.0,2.0,1.0,5.0,10.0,8.0,1.0
117,1378760400.0,55,1.0,1.0,1.0,1,12.0,6.0,1.0,1.0,5.0,1.0,10.0,1.0
118,1377982800.0,44,2.0,2.0,1.0,1,10.0,4.0,2.0,1.0,4.0,6.0,10.0,1.0
119,1377982800.0,17,2.0,2.0,1.0,1,10.0,4.0,2.0,1.0,4.0,2.0,10.0,1.0
120,1377982800.0,37,2.0,2.0,1.0,1,1.0,4.0,2.0,1.0,4.0,6.0,10.0,1.0
121,1375477200.0,45,3.0,4.0,1.0,1,3.0,5.0,1.0,1.0,5.0,1.0,8.0,1.0
122,1375131600.0,29,3.0,4.0,5.0,1,3.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0
123,1372885200.0,34,1.0,2.0,1.0,1,5.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0
124,1371330000.0,57,2.0,2.0,1.0,1,12.0,3.0,1.0,1.0,5.0,1.0,10.0,2.0
125,1370552400.0,43,1.0,5.0,5.0,1,3.0,3.0,1.0,1.0,5.0,1.0,8.0,1.0
126,1369602000.0,57,2.0,1.0,1.0,1,4.0,3.0,1.0,1.0,5.0,1.0,11.0,1.0
127,1368306000.0,28,3.0,1.0,1.0,1,1.0,4.0,1.0,1.0,4.0,1.0,10.0,1.0
128,1368046800.0,66,3.0,3.0,1.0,1,1.0,6.0,2.0,1.0,5.0,1.0,10.0,1.0
129,1367269200.0,39,2.0,3.0,1.0,2,2.0,3.0,1.0,2.0,5.0,1.0,10.0,1.0
130,1367096400.0,29,2.0,2.0,1.0,1,5.0,4.0,2.0,1.0,5.0,1.0,11.0,1.0
131,1364248800.0,43,3.0,2.0,1.0,1,1.0,4.0,1.0,1.0,1.0,15.0,11.0,1.0
132,1362952800.0,21,2.0,2.0,1.0,1,5.0,3.0,1.0,1.0,1.0,1.0,11.0,1.0
133,1362780000.0,77,1.0,1.0,1.0,1,1.0,3.0,1.0,1.0,1.0,1.0,11.0,1.0
134,1362434400.0,82,3.0,1.0,1.0,1,1.0,3.0,1.0,1.0,5.0,1.0,11.0,1.0
135,1362348000.0,43,2.0,3.0,1.0,1,3.0,3.0,1.0,1.0,4.0,1.0,8.0,1.0
136,1358200800.0,43,3.0,1.0,1.0,1,1.0,6.0,1.0,1.0,1.0,1.0,10.0,1.0
137,1358200800.0,30,3.0,4.0,5.0,1,1.0,6.0,1.0,1.0,1.0,1.0,10.0,1.0
138,1419890400.0,48,1.0,3.0,1.0,1,18.0,3.0,2.0,1.0,1.0,1.0,8.0,1.0
139,1419199200.0,41,1.0,5.0,1.0,1,1.0,3.0,1.0,1.0,4.0,1.0,10.0,1.0
140,1417471200.0,67,1.0,1.0,1.0,1,13.0,4.0,2.0,1.0,1.0,1.0,10.0,1.0
141,1414184400.0,31,3.0,2.0,1.0,4,19.0,4.0,2.0,1.0,1.0,1.0,10.0,1.0
142,1409778000.0,45,1.0,1.0,1.0,1,1.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
143,1408741200.0,26,3.0,2.0,1.0,1,20.0,4.0,1.0,2.0,1.0,1.0,10.0,3.0
144,1407963600.0,49,3.0,1.0,1.0,1,1.0,5.0,2.0,1.0,1.0,1.0,10.0,2.0
145,1406149200.0,48,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,10.0,1.0
146,1402520400.0,14,2.0,2.0,1.0,4,21.0,4.0,2.0,1.0,1.0,1.0,11.0,1.0
147,1402434000.0,77,2.0,2.0,1.0,1,1.0,5.0,1.0,1.0,5.0,1.0,10.0,1.0
148,1398891600.0,30,1.0,3.0,1.0,1,1.0,3.0,1.0,1.0,5.0,1.0,11.0,1.0
149,1394748000.0,38,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,10.0,1.0
150,1392242400.0,54,3.0,2.0,1.0,1,4.0,3.0,1.0,1.0,1.0,1.0,10.0,1.0
151,1391119200.0,60,1.0,2.0,1.0,1,1.0,5.0,2.0,1.0,1.0,1.0,11.0,1.0
152,1389909600.0,43,3.0,3.0,1.0,1,1.0,5.0,1.0,1.0,5.0,1.0,11.0,1.0
153,1482184800.0,17,2.0,2.0,1.0,1,22.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
154,1482184800.0,31,2.0,1.0,1.0,1,3.0,6.0,2.0,1.0,5.0,2.0,8.0,1.0
155,1477429200.0,37,3.0,2.0,1.0,1,5.0,3.0,1.0,1.0,1.0,1.0,11.0,1.0
156,1477256400.0,20,2.0,2.0,1.0,1,1.0,6.0,2.0,1.0,1.0,1.0,11.0,1.0
157,1477170000.0,44,3.0,2.0,1.0,1,1.0,6.0,1.0,1.0,5.0,2.0,10.0,1.0
158,1474578000.0,32,3.0,2.0,1.0,1,3.0,4.0,2.0,1.0,1.0,2.0,10.0,1.0
159,1471899600.0,35,2.0,2.0,1.0,1,3.0,6.0,1.0,1.0,1.0,1.0,8.0,1.0
160,1469480400.0,47,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,10.0,1.0
161,1463259600.0,72,2.0,1.0,1.0,1,4.0,6.0,2.0,1.0,1.0,1.0,10.0,1.0
162,1464123600.0,29,3.0,3.0,1.0,1,3.0,4.0,2.0,1.0,3.0,1.0,8.0,1.0
163,1461877200.0,67,3.0,2.0,1.0,1,23.0,4.0,1.0,2.0,1.0,1.0,11.0,1.0
164,1460494800.0,75,2.0,1.0,1.0,1,3.0,6.0,1.0,1.0,3.0,1.0,10.0,1.0
165,1458424800.0,53,3.0,1.0,1.0,1,1.0,4.0,1.0,1.0,4.0,1.0,10.0,1.0
166,1455746400.0,18,3.0,1.0,1.0,2,24.0,3.0,1.0,2.0,1.0,1.0,11.0,1.0
167,1454450400.0,69,3.0,3.0,1.0,1,1.0,5.0,1.0,1.0,1.0,1.0,11.0,1.0
168,1454191200.0,39,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,10.0,1.0
169,1452981600.0,50,3.0,1.0,1.0,1,2.0,3.0,1.0,1.0,4.0,1.0,11.0,1.0
170,1452636000.0,19,2.0,2.0,1.0,1,5.0,6.0,2.0,1.0,1.0,1.0,10.0,1.0
171,1451167200.0,18,2.0,2.0,1.0,1,25.0,4.0,1.0,2.0,1.0,1.0,10.0,1.0
172,1449612000.0,67,3.0,1.0,1.0,1,1.0,6.0,2.0,1.0,5.0,1.0,11.0,1.0
173,1447711200.0,28,3.0,2.0,1.0,1,3.0,4.0,1.0,1.0,3.0,2.0,10.0,1.0
174,1447711200.0,50,3.0,2.0,1.0,1,3.0,4.0,1.0,1.0,3.0,2.0,10.0,1.0
175,1447279200.0,19,3.0,2.0,1.0,1,3.0,4.0,1.0,1.0,3.0,2.0,10.0,1.0
176,1446674400.0,39,2.0,2.0,1.0,1,1.0,4.0,2.0,1.0,1.0,2.0,11.0,1.0
177,1445720400.0,35,3.0,5.0,1.0,1,1.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0
178,1443214800.0,30,2.0,2.0,1.0,1,2.0,4.0,2.0,1.0,1.0,2.0,11.0,1.0
179,1443387600.0,29,3.0,2.0,1.0,1,3.0,6.0,1.0,1.0,1.0,2.0,8.0,1.0
180,1442437200.0,31,3.0,3.0,1.0,1,1.0,3.0,1.0,1.0,1.0,1.0,10.0,1.0
181,1441918800.0,30,3.0,3.0,1.0,1,1.0,3.0,1.0,1.0,1.0,1.0,11.0,1.0
182,1437512400.0,22,3.0,2.0,1.0,1,10.0,6.0,1.0,1.0,1.0,1.0,11.0,1.0
183,1439586000.0,22,1.0,2.0,1.0,1,3.0,4.0,1.0,1.0,1.0,2.0,10.0,1.0
184,1435006800.0,42,2.0,2.0,1.0,1,4.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0
185,1434402000.0,45,2.0,1.0,1.0,1,3.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0
186,1433106000.0,38,3.0,3.0,1.0,1,2.0,3.0,2.0,1.0,1.0,1.0,8.0,1.0
187,1430514000.0,50,2.0,2.0,2.0,1,4.0,3.0,1.0,1.0,1.0,1.0,11.0,1.0
188,1425247200.0,30,2.0,2.0,1.0,1,1.0,8.0,1.0,1.0,1.0,2.0,11.0,1.0
